Date,DXY_Dollar_Index,Gold_Spot,Brent_Crude_Oil,US_Treasury_2Y,US_Treasury_5Y,US_Treasury_10Y,US_Treasury_30Y
2012-10-12,79.667,1754.25,114.4,0.26,0.6595,1.65515,2.83015
2012-10-19,79.621,1720.2,110.32,0.2965,0.74845,1.76505,2.9339
2012-10-26,80.068,1711.35,109.7,0.299,0.7604,1.74775,2.9114
2012-11-02,80.593,1678.305,105.5,0.28355,0.7204,1.7164,2.905
2012-11-09,81.026,1731.745,109.78,0.26,0.6419,1.61225,2.74615
2012-11-16,81.257,1713.35,109.02,0.2399,0.6095,1.58345,2.7335
2012-11-23,80.192,1753.0,111.39,0.27235,0.6886,1.69255,2.8284
2012-11-30,80.153,1715.8,111.19,0.24805,0.6178,1.61555,2.80925
2012-12-07,80.41,1704.75,107.2,0.2401,0.6178,1.62235,2.8085
2012-12-14,79.58,1695.445,109.2,0.236,0.6869,1.7032,2.8648
2012-12-21,79.617,1656.85,109.15,0.26805,0.762,1.7693,2.9341
2012-12-28,79.678,1655.7,110.35,0.24845,0.7078,1.7,2.8668
2013-01-04,80.499,1657.25,111.4,0.2655,0.8101,1.9017,3.09935
2013-01-11,79.563,1662.85,110.64,0.2469,0.7765,1.865,3.045
2013-01-18,80.036,1684.545,111.67,0.2523,0.7605,1.839,3.0256
2013-01-25,79.748,1659.0,113.4,0.2738,0.8482,1.9478,3.132
2013-02-01,79.206,1667.395,116.65,0.26375,0.887,2.0239,3.22785
2013-02-08,80.213,1668.1,118.89,0.248,0.8259,1.949,3.16225
2013-02-15,80.58,1609.2,117.97,0.2681,0.8629,2.00435,3.1794
2013-02-22,81.46,1580.005,114.3,0.24795,0.8256,1.96095,3.1513
2013-03-01,82.276,1575.9,110.51,0.2362,0.7428,1.84375,3.0538
2013-03-08,82.715,1577.9,110.88,0.252,0.8893,2.04795,3.2471
2013-03-15,82.13,1592.45,110.05,0.252,0.8331,1.99035,3.21065
2013-03-22,82.529,1608.45,107.5,0.252,0.7961,1.92585,3.1484
2013-03-29,83.221,1596.74,109.94,0.24805,0.76835,1.85125,3.1031
2013-04-05,82.496,1581.98,104.05,0.2282,0.69,1.71365,2.8758
2013-04-12,82.127,1478.85,102.8,0.228,0.6882,1.71995,2.9169
2013-04-19,82.714,1404.35,99.53,0.2318,0.70565,1.70405,2.88245
2013-04-26,82.469,1463.0,102.85,0.21315,0.6815,1.6642,2.86105
2013-05-03,82.099,1470.75,104.17,0.2178,0.7265,1.73905,2.95445
2013-05-10,83.143,1448.0,103.68,0.23865,0.81565,1.89905,3.0955
2013-05-17,84.252,1360.15,104.72,0.2438,0.831,1.95325,3.169
2013-05-24,83.7,1386.05,102.78,0.24925,0.8874,2.0098,3.1746
2013-05-31,83.261,1386.9,100.15,0.29525,1.0225,2.13085,3.27735
2013-06-07,81.669,1384.465,104.8,0.3037,1.0963,2.1772,3.3422
2013-06-14,80.618,1390.7,105.84,0.2721,1.0251,2.1286,3.3029
2013-06-21,82.41,1297.25,101.09,0.3697,1.42855,2.54125,3.59395
2013-06-28,83.136,1234.25,101.99,0.3573,1.3953,2.4866,3.49895
2013-07-05,84.444,1223.805,107.7,0.39685,1.60775,2.73525,3.7072
2013-07-12,82.988,1284.9,109.04,0.345,1.42325,2.59065,3.63455
2013-07-19,82.623,1296.35,108.3,0.30025,1.2955,2.4802,3.558
2013-07-26,81.656,1333.9,107.19,0.3147,1.3693,2.56335,3.62085
2013-08-02,81.908,1312.0,108.91,0.2993,1.3563,2.59695,3.6872
2013-08-09,81.126,1314.5,108.25,0.3038,1.35375,2.5793,3.63535
2013-08-16,81.257,1376.4,110.42,0.3406,1.5602,2.8242,3.84605
2013-08-23,81.361,1397.25,111.05,0.37815,1.62245,2.81735,3.79735
2013-08-30,82.087,1396.4,114.45,0.40065,1.64485,2.7885,3.7118
2013-09-06,82.15,1391.605,115.83,0.4565,1.7577,2.9333,3.8662
2013-09-13,81.452,1326.725,112.75,0.4332,1.69715,2.88925,3.83715
2013-09-20,80.431,1325.385,109.35,0.3325,1.481,2.73465,3.7631
2013-09-27,80.287,1336.205,108.43,0.33435,1.4034,2.6272,3.68505
2013-10-04,80.131,1311.35,109.5,0.3312,1.41,2.6438,3.71845
2013-10-11,80.412,1273.11,111.03,0.3481,1.41835,2.68895,3.7445
2013-10-18,79.654,1316.245,109.94,0.3166,1.3348,2.5822,3.64815
2013-10-25,79.194,1352.135,107.06,0.30095,1.28215,2.5097,3.59985
2013-11-01,80.722,1315.35,105.91,0.31115,1.3727,2.61905,3.69345
2013-11-08,81.303,1289.0,105.14,0.3118,1.41425,2.75045,3.8472
2013-11-15,80.849,1288.4,108.5,0.2922,1.34405,2.7024,3.79515
2013-11-22,80.708,1243.6,110.49,0.28045,1.3477,2.7436,3.83235
2013-11-29,80.68,1253.495,110.11,0.2834,1.37095,2.7454,3.8159
2013-12-06,80.315,1228.85,111.75,0.3036,1.48705,2.8562,3.8893
2013-12-13,80.214,1238.3,108.83,0.3282,1.53005,2.8655,3.874
2013-12-20,80.575,1203.25,111.84,0.37755,1.6758,2.88955,3.8252
2013-12-27,80.392,1214.3,112.11,0.38935,1.73585,3.00095,3.93755
2014-01-03,80.791,1236.55,107.03,0.4024,1.73335,2.99665,3.92525
2014-01-10,80.658,1247.1,107.49,0.3719,1.6208,2.85885,3.80125
2014-01-17,81.225,1253.82,106.32,0.37325,1.62625,2.82035,3.74975
2014-01-24,80.458,1267.82,107.89,0.3376,1.54125,2.71685,3.63415
2014-01-31,81.311,1243.8,106.4,0.3297,1.491,2.64305,3.59895
2014-02-07,80.691,1267.06,109.63,0.3054,1.4681,2.6829,3.67255
2014-02-14,80.149,1318.94,109.07,0.3127,1.52545,2.7437,3.6969
2014-02-21,80.237,1323.4,109.84,0.3162,1.53375,2.731,3.6938
2014-02-28,79.691,1326.4,109.15,0.32085,1.5024,2.6485,3.5822
2014-03-07,79.719,1340.25,108.75,0.37135,1.6371,2.7888,3.72105
2014-03-14,79.446,1382.24,108.54,0.3444,1.5353,2.6552,3.59915
2014-03-21,80.105,1334.55,107.2,0.42655,1.7096,2.7444,3.6081
2014-03-28,80.176,1294.0,107.97,0.45155,1.7487,2.7217,3.5477
2014-04-04,80.423,1302.71,106.65,0.41265,1.70135,2.7252,3.58625
2014-04-11,79.452,1318.5,107.08,0.357,1.5765,2.6274,3.48805
2014-04-18,79.828,1293.78,109.76,0.39725,1.7301,2.7197,3.5164
2014-04-25,79.749,1303.45,109.39,0.43195,1.72405,2.665,3.4436
2014-05-02,79.516,1300.32,108.9,0.42045,1.66515,2.5852,3.3648
2014-05-09,79.903,1289.33,107.97,0.38495,1.6274,2.6224,3.46425
2014-05-16,80.043,1293.7,109.68,0.3609,1.55335,2.5222,3.34515
2014-05-23,80.393,1293.11,110.44,0.34445,1.52745,2.5347,3.3975
2014-05-30,80.369,1251.0,109.49,0.37305,1.5383,2.4741,3.3261
2014-06-06,80.409,1252.73,108.85,0.4048,1.64855,2.5959,3.43875
2014-06-13,80.576,1276.95,113.5,0.4533,1.69385,2.6069,3.41635
2014-06-20,80.372,1314.82,114.68,0.45405,1.68125,2.6071,3.4341
2014-06-27,80.017,1315.35,113.18,0.46265,1.63725,2.5349,3.36735
2014-07-04,80.269,1320.55,110.58,0.5099,1.73845,2.63925,3.46985
2014-07-11,80.187,1338.15,106.53,0.4499,1.63895,2.5151,3.3362
2014-07-18,80.524,1310.9,107.14,0.48175,1.66545,2.4809,3.28725
2014-07-25,81.029,1308.05,108.13,0.48975,1.67555,2.4664,3.2389
2014-08-01,81.302,1294.1,104.69,0.4743,1.6635,2.4934,3.2819
2014-08-08,81.454,1309.6,104.67,0.44615,1.6192,2.4212,3.2299
2014-08-15,81.424,1304.6,103.4,0.4094,1.53695,2.3406,3.129
2014-08-22,82.336,1281.23,102.1,0.48985,1.66055,2.4024,3.1582
2014-08-29,82.748,1287.57,103.04,0.49015,1.6258,2.34395,3.0824
2014-09-05,83.739,1268.85,100.97,0.50595,1.68985,2.4578,3.22675
2014-09-12,84.24,1228.63,96.91,0.56225,1.81605,2.6078,3.34285
2014-09-19,84.735,1216.45,98.38,0.5669,1.81505,2.5772,3.2861
2014-09-26,85.64,1219.51,96.9,0.5767,1.7951,2.5267,3.2144
2014-10-03,86.694,1191.2,92.25,0.5615,1.7196,2.4349,3.1245
2014-10-10,85.912,1223.48,89.89,0.4259,1.53575,2.2848,3.0136
2014-10-17,85.11,1238.19,86.1,0.3729,1.4192,2.19795,2.9721
2014-10-24,85.732,1231.46,86.25,0.3838,1.49155,2.2649,3.0404
2014-10-31,86.917,1174.42,85.93,0.4954,1.6087,2.3344,3.0658
2014-11-07,87.642,1176.65,83.14,0.5005,1.58605,2.3003,3.0316
2014-11-14,87.525,1188.25,79.55,0.51385,1.60455,2.3178,3.0423
2014-11-21,88.31,1201.4,80.36,0.50305,1.60825,2.3108,3.0183
2014-11-28,88.356,1167.35,70.02,0.4744,1.49185,2.1719,2.89265
2014-12-05,89.334,1192.05,68.94,0.6413,1.67985,2.30475,2.9647
2014-12-12,88.363,1222.6,61.65,0.5421,1.51225,2.0826,2.73975
2014-12-19,89.598,1195.95,62.15,0.64,1.6446,2.15915,2.7538
2014-12-26,90.03,1195.4,59.52,0.7413,1.7586,2.25075,2.81655
2015-01-02,91.08,1189.18,56.51,0.6666,1.6078,2.11315,2.68875
2015-01-09,91.935,1223.4,49.95,0.563,1.4214,1.9484,2.53125
2015-01-16,92.52,1280.3,49.9,0.4856,1.2936,1.82995,2.44515
2015-01-23,94.762,1294.55,48.55,0.48845,1.3064,1.78825,2.3643
2015-01-30,94.804,1283.55,52.95,0.45075,1.1523,1.63735,2.22225
2015-02-06,95.854,1233.72,58.16,0.6455,1.48045,1.95755,2.52975
2015-02-13,94.201,1229.7,61.48,0.6431,1.5352,2.046,2.6463
2015-02-20,94.34,1202.4,60.34,0.64025,1.5894,2.1143,2.71695
2015-02-27,95.321,1213.15,62.33,0.6204,1.49885,1.99475,2.59265
2015-03-06,97.615,1167.21,59.77,0.7254,1.69635,2.24585,2.8446
2015-03-13,100.33,1159.48,54.6,0.659,1.58635,2.1166,2.6999
2015-03-20,97.909,1182.68,55.22,0.58325,1.4152,1.93115,2.50665
2015-03-27,97.291,1199.3,56.12,0.5964,1.4327,1.95885,2.53435
2015-04-03,96.545,1210.9,55.13,0.48015,1.25575,1.8407,2.4865
2015-04-10,99.338,1208.05,58.04,0.5581,1.3954,1.9482,2.58365
2015-04-17,97.52,1204.65,63.72,0.5101,1.30705,1.8644,2.51715
2015-04-24,96.922,1179.38,65.49,0.5061,1.3166,1.913,2.6132
2015-05-01,95.297,1178.5,66.51,0.59695,1.4981,2.1108,2.8249
2015-05-08,94.794,1188.15,65.59,0.5699,1.4838,2.1415,2.89525
2015-05-15,93.135,1223.85,66.86,0.5383,1.4628,2.1468,2.93505
2015-05-22,96.11,1206.38,65.57,0.61625,1.56085,2.2127,2.9845
2015-05-29,96.907,1190.5,65.45,0.60725,1.4845,2.1223,2.88185
2015-06-05,96.306,1172.0,63.23,0.71465,1.74265,2.4085,3.11445
2015-06-12,94.972,1180.8,63.78,0.72355,1.74185,2.3891,3.1014
2015-06-19,94.085,1200.51,62.75,0.6189,1.57335,2.26035,3.0479
2015-06-26,95.472,1175.0725,63.05,0.7137,1.7553,2.4735,3.24105
2015-07-03,96.113,1167.94,60.55,0.63095,1.6307,2.385,3.18855
2015-07-10,96.025,1163.96,58.72,0.643,1.6587,2.39995,3.19115
2015-07-17,97.862,1134.1,57.01,0.66745,1.67035,2.346,3.0799
2015-07-24,97.244,1099.1,54.56,0.68015,1.61745,2.2615,2.95945
2015-07-31,97.336,1095.65,51.85,0.6665,1.5328,2.1863,2.9077
2015-08-07,97.563,1094.2,48.49,0.7189,1.5733,2.165,2.8218
2015-08-14,96.52,1114.105,49.0,0.7238,1.5978,2.2004,2.8443
2015-08-21,95.008,1161.05,45.43,0.61885,1.42995,2.04435,2.73535
2015-08-28,96.106,1133.96,49.93,0.7196,1.5175,2.1833,2.9095
2015-09-04,96.229,1123.0,49.29,0.70665,1.4705,2.13055,2.8914
2015-09-11,95.194,1107.9,48.18,0.70735,1.5103,2.1857,2.9508
2015-09-18,94.863,1139.4,47.78,0.67565,1.4382,2.1327,2.9337
2015-09-25,96.269,1146.245,48.34,0.69375,1.47505,2.1649,2.9592
2015-10-02,95.83,1138.14,48.22,0.5794,1.2898,1.99025,2.8228
2015-10-09,94.813,1157.53,52.43,0.639,1.3987,2.089,2.9218
2015-10-16,94.54,1177.2,50.5,0.61085,1.3512,2.03425,2.8835
2015-10-23,97.127,1164.255,48.08,0.64335,1.4169,2.0857,2.8989
2015-10-30,96.946,1142.375,49.5,0.72605,1.5209,2.1448,2.9242
2015-11-06,99.168,1088.645,47.66,0.8879,1.73125,2.3243,3.0857
2015-11-13,98.998,1083.645,43.6,0.84885,1.65935,2.2737,3.05595
2015-11-20,99.565,1078.095,44.48,0.91925,1.69045,2.26315,3.0215
2015-11-27,100.02,1058.81,44.87,0.9244,1.6471,2.22095,2.9972
2015-12-04,98.354,1086.995,43.22,0.9448,1.70795,2.272,3.0111
2015-12-11,97.565,1074.895,37.98,0.877,1.55845,2.1314,2.87595
2015-12-18,98.703,1066.195,36.55,0.9502,1.67535,2.2031,2.92
2015-12-25,97.984,1075.875,37.93,1.00035,1.71465,2.24105,2.96155
2016-01-01,98.631,1060.74,37.6,1.0497,1.75735,2.2685,3.0146
2016-01-08,98.54,1104.24,33.26,0.9338,1.5589,2.1147,2.9082
2016-01-15,98.956,1089.095,29.11,0.84795,1.45515,2.0356,2.81705
2016-01-22,99.574,1098.295,32.08,0.87115,1.48365,2.0563,2.82765
2016-01-29,99.606,1118.04,34.73,0.7757,1.3288,1.92175,2.74605
2016-02-05,97.031,1173.69,34.13,0.72805,1.2459,1.84175,2.67195
2016-02-12,95.94,1238.045,32.65,0.7117,1.2048,1.74555,2.6021
2016-02-19,96.6,1228.195,33.12,0.74385,1.2205,1.74225,2.60555
2016-02-26,98.148,1222.595,35.13,0.7914,1.23895,1.7632,2.6398
2016-03-04,97.34,1259.445,38.93,0.8636,1.3749,1.87495,2.6955
2016-03-11,96.172,1248.445,40.38,0.95745,1.48805,1.97945,2.7477
2016-03-18,95.086,1255.295,41.46,0.8373,1.33385,1.8758,2.6792
2016-03-25,96.142,1216.475,40.45,0.87105,1.3777,1.89915,2.67105
2016-04-01,94.619,1222.495,38.75,0.74615,1.2233,1.77225,2.6008
2016-04-08,94.235,1240.395,41.89,0.69695,1.15185,1.71585,2.54985
2016-04-15,94.696,1234.045,42.85,0.7356,1.21165,1.75265,2.5601
2016-04-22,95.116,1232.295,45.16,0.81975,1.35835,1.89045,2.7098
2016-04-29,93.082,1293.745,48.14,0.77965,1.2932,1.83415,2.6792
2016-05-06,93.888,1288.7,45.28,0.732,1.2297,1.778,2.62795
2016-05-13,94.608,1273.6,47.85,0.74795,1.2064,1.70095,2.54865
2016-05-20,95.334,1252.295,48.74,0.8824,1.3659,1.84275,2.6305
2016-05-27,95.521,1212.4,49.46,0.9086,1.38555,1.85015,2.6495
2016-06-03,94.029,1244.495,49.84,0.7736,1.2283,1.70125,2.51225
2016-06-10,94.571,1274.2,50.48,0.7325,1.1679,1.64295,2.45445
2016-06-17,94.206,1298.595,49.25,0.6947,1.1153,1.61035,2.42065
2016-06-24,95.448,1315.98,48.41,0.63485,1.0743,1.56075,2.4112
2016-07-01,95.649,1342.295,50.55,0.5953,1.0034,1.45515,2.2399
2016-07-08,96.302,1366.8,46.44,0.611,0.946,1.35705,2.0973
2016-07-15,96.58,1337.85,48.09,0.67745,1.11115,1.55695,2.2648
2016-07-22,97.467,1322.385,45.74,0.70445,1.1176,1.5654,2.283
2016-07-29,95.531,1350.91,42.49,0.65735,1.0205,1.44885,2.17615
2016-08-05,96.194,1335.795,44.42,0.7241,1.1355,1.58935,2.31645
2016-08-12,95.722,1336.19,47.08,0.7037,1.095,1.50925,2.2292
2016-08-19,94.511,1341.78,50.79,0.74795,1.16495,1.57895,2.2865
2016-08-26,95.566,1321.3301,49.57,0.84275,1.23245,1.62705,2.2865
2016-09-02,95.844,1325.01,46.68,0.79175,1.19705,1.60665,2.28105
2016-09-09,95.336,1328.15,47.88,0.7801,1.2217,1.67405,2.39235
2016-09-16,96.108,1310.4251,46.05,0.76815,1.2008,1.69345,2.44445
2016-09-23,95.477,1337.605,46.07,0.75605,1.1585,1.61925,2.34415
2016-09-30,95.463,1315.96,49.05,0.76385,1.1484,1.597,2.31765
2016-10-07,96.632,1256.965,51.69,0.83615,1.2592,1.7225,2.4546
2016-10-14,98.019,1250.55,52.0,0.8409,1.2891,1.8039,2.5622
2016-10-21,98.695,1266.75,51.92,0.82545,1.242,1.73555,2.4858
2016-10-28,98.348,1276.295,49.6,0.8546,1.3253,1.8477,2.6158
2016-11-04,97.065,1304.25,45.6,0.7878,1.2346,1.7771,2.5614
2016-11-11,99.06,1225.68,44.52,0.9171,1.548,2.1369,2.94445
2016-11-18,101.21,1208.695,46.89,1.06585,1.79155,2.3467,3.0255
2016-11-25,101.49,1183.63,47.12,1.1228,1.83625,2.3581,3.0057
2016-12-02,100.77,1176.92,54.49,1.1056,1.82985,2.3913,3.071
2016-12-09,101.59,1157.87,54.36,1.1349,1.8865,2.4647,3.15455
2016-12-16,102.95,1134.0851,55.33,1.25855,2.07295,2.5981,3.18125
2016-12-23,103.01,1133.495,55.08,1.20365,2.02875,2.5419,3.11505
2016-12-30,102.21,1151.845,56.75,1.1962,1.9332,2.44525,3.0618
2017-01-06,102.22,1172.81,56.75,1.2118,1.9247,2.42025,3.00755
2017-01-13,101.18,1197.66,55.59,1.1951,1.8978,2.3973,2.9898
2017-01-20,100.74,1209.96,55.49,1.19465,1.9357,2.4659,3.048
2017-01-27,100.53,1191.595,55.46,1.2182,1.94665,2.48525,3.0608
2017-02-03,99.868,1219.88,56.72,1.1989,1.91045,2.4657,3.09225
2017-02-10,100.8,1234.115,56.61,1.19155,1.8857,2.4082,3.0052
2017-02-17,100.95,1235.29,55.72,1.19225,1.904,2.4191,3.0251
2017-02-24,101.09,1256.945,56.04,1.1468,1.80525,2.31435,2.9522
2017-03-03,101.54,1234.3,55.71,1.3071,2.01155,2.4807,3.0745
2017-03-10,101.25,1204.545,51.27,1.35335,2.09725,2.5736,3.1618
2017-03-17,100.3,1229.15,51.67,1.31875,2.01915,2.4996,3.10915
2017-03-24,99.627,1244.175,50.97,1.25865,1.9509,2.4168,3.017
2017-03-31,100.35,1249.13,52.74,1.2599,1.92365,2.3883,3.011
2017-04-07,101.18,1254.05,55.26,1.2882,1.9188,2.3813,3.0086
2017-04-14,100.56,1285.69,55.64,1.20325,1.76325,2.23115,2.888
2017-04-21,99.977,1284.5,52.05,1.18635,1.76945,2.2454,2.9035
2017-04-28,99.05,1268.15,51.71,1.2679,1.81835,2.2883,2.9575
2017-05-05,98.648,1227.735,49.47,1.3122,1.8791,2.3496,2.9899
2017-05-12,99.252,1228.83,50.91,1.2884,1.8443,2.32485,2.98535
2017-05-19,97.142,1255.55,53.8,1.2724,1.7795,2.2337,2.8962
2017-05-26,97.442,1267.045,52.23,1.2956,1.7902,2.2491,2.9155
2017-06-02,96.715,1279.98,49.95,1.2879,1.7196,2.15825,2.80925
2017-06-09,97.274,1266.4,48.3,1.33675,1.7656,2.2014,2.856
2017-06-16,97.164,1253.63,47.29,1.31305,1.74245,2.15225,2.77445
2017-06-23,97.264,1256.9,45.61,1.3425,1.7557,2.14315,2.71435
2017-06-30,95.628,1241.6,47.9,1.3836,1.8859,2.3028,2.83325
2017-07-07,96.008,1212.9,46.88,1.40105,1.9462,2.3847,2.9254
2017-07-14,95.153,1228.98,49.09,1.35765,1.86685,2.331,2.9191
2017-07-21,93.858,1254.9,47.93,1.34225,1.80225,2.23665,2.8079
2017-07-28,93.259,1269.25,52.63,1.3492,1.8331,2.28975,2.8941
2017-08-04,93.542,1258.6,52.46,1.3529,1.81645,2.26285,2.84165
2017-08-11,93.069,1289.21,52.05,1.29195,1.74375,2.18965,2.7867
2017-08-18,93.434,1284.5,52.86,1.31155,1.76305,2.19655,2.77815
2017-08-25,92.74,1291.155,52.35,1.33565,1.7593,2.1685,2.7488
2017-09-01,92.814,1324.97,52.69,1.344,1.73915,2.1648,2.77425
2017-09-08,91.352,1346.71,53.75,1.264,1.63565,2.05325,2.67035
2017-09-15,91.872,1319.625,55.48,1.3823,1.8047,2.2014,2.7688
2017-09-22,92.171,1297.38,56.9,1.43305,1.86395,2.2525,2.78395
2017-09-29,93.076,1279.45,57.51,1.4887,1.93845,2.3381,2.8653
2017-10-06,93.8,1276.025,55.68,1.50605,1.95695,2.3598,2.8956
2017-10-13,93.091,1304.875,57.2,1.4949,1.899,2.2739,2.8054
2017-10-20,93.701,1280.725,57.94,1.57425,2.01775,2.3818,2.8941
2017-10-27,94.916,1273.35,60.5,1.5935,2.0322,2.4146,2.9247
2017-11-03,94.941,1269.845,62.09,1.61445,1.9925,2.3316,2.81175
2017-11-10,94.391,1276.11005,63.6,1.6562,2.054,2.4011,2.8825
2017-11-17,93.662,1294.37,62.72,1.72345,2.05415,2.34435,2.77815
2017-11-24,92.782,1288.225,63.73,1.7463,2.06275,2.3392,2.7611
2017-12-01,92.885,1280.265,63.7,1.7761,2.11855,2.3624,2.75805
2017-12-08,93.901,1248.145,63.39,1.7965,2.14065,2.3769,2.7665
2017-12-15,93.932,1255.2601,63.25,1.83785,2.15125,2.3503,2.68545
2017-12-22,93.347,1275.005,65.04,1.8927,2.24985,2.4837,2.8324
2017-12-29,92.124,1302.545,66.62,1.885,2.20555,2.4045,2.73835
2018-01-05,91.949,1320.21,67.79,1.9619,2.28435,2.4754,2.80775
2018-01-12,90.974,1338.405,69.81,1.99965,2.34565,2.5489,2.8519
2018-01-19,90.572,1331.795,68.65,2.06685,2.45165,2.66015,2.9327
2018-01-26,89.067,1350.145,70.29,2.1183,2.46935,2.659,2.9102
2018-02-02,89.195,1332.98,68.23,2.1433,2.5875,2.84015,3.086
2018-02-09,90.442,1316.69,62.71,2.07115,2.54245,2.8557,3.1645
2018-02-16,89.1,1347.86,64.9,2.19155,2.62655,2.8722,3.1303
2018-02-23,89.883,1328.94,67.1,2.24,2.61915,2.86505,3.15425
2018-03-02,89.935,1322.205,64.56,2.24385,2.63085,2.867,3.1415
2018-03-09,90.093,1323.705,65.49,2.26,2.65105,2.8947,3.16095
2018-03-16,90.233,1314.0,65.99,2.29295,2.64265,2.8436,3.0766
2018-03-23,89.484,1347.225,70.36,2.2558,2.60185,2.8126,3.0616
2018-03-30,89.974,1325.0,70.22,2.2681,2.56115,2.7398,2.97175
2018-04-06,90.108,1333.195,66.93,2.26815,2.58665,2.7744,3.0186
2018-04-13,89.8,1345.46,72.62,2.35865,2.67005,2.8239,3.0266
2018-04-20,90.316,1335.125,73.71,2.4594,2.80075,2.95925,3.14635
2018-04-27,91.542,1322.795,74.44,2.4817,2.8031,2.95775,3.1266
2018-05-04,92.566,1315.05,75.0,2.50295,2.78625,2.9506,3.1225
2018-05-11,92.537,1318.2151,77.18,2.53695,2.83735,2.9686,3.1013
2018-05-18,93.637,1292.5,78.71,2.5467,2.88725,3.0587,3.20155
2018-05-25,94.188,1301.61,76.33,2.4778,2.76265,2.9304,3.09
2018-06-01,94.191,1293.145,76.71,2.46955,2.74575,2.9013,3.0494
2018-06-08,93.551,1298.75,76.34,2.49775,2.78465,2.947,3.09075
2018-06-15,94.789,1279.8401,73.0,2.55125,2.79825,2.9214,3.0465
2018-06-22,94.517,1269.28,75.53,2.5433,2.76595,2.894,3.0366
2018-06-29,94.636,1253.0,79.42,2.5303,2.73865,2.8592,2.989
2018-07-06,94.036,1254.985,77.29,2.53855,2.71695,2.82265,2.9304
2018-07-13,94.752,1241.52,74.92,2.57995,2.72575,2.828,2.93265
2018-07-20,94.449,1231.765,73.0,2.59315,2.76365,2.89405,3.0305
2018-07-27,94.675,1223.375,74.39,2.67545,2.84535,2.957,3.0842
2018-08-03,95.143,1213.43,73.42,2.64315,2.81335,2.9497,3.089
2018-08-10,96.357,1211.3,72.96,2.60625,2.74565,2.8723,3.0311
2018-08-17,96.101,1184.77,71.86,2.61005,2.74215,2.8632,3.0179
2018-08-24,95.146,1205.965,75.43,2.6223,2.71475,2.8125,2.9609
2018-08-31,95.14,1201.09,77.45,2.62695,2.73735,2.85945,3.0187
2018-09-07,95.365,1195.855,77.1,2.70455,2.81855,2.93785,3.10015
2018-09-14,94.927,1193.71,78.1,2.7839,2.9041,2.9986,3.1329
2018-09-21,94.22,1199.545,78.77,2.802,2.95105,3.06555,3.2027
2018-09-28,95.132,1192.09,82.69,2.82085,2.95375,3.06395,3.2078
2018-10-05,95.624,1202.855,84.11,2.88705,3.07185,3.2309,3.4045
2018-10-12,95.221,1217.93,80.6,2.85905,3.02085,3.16605,3.3377
2018-10-19,95.713,1226.315,80.02,2.9059,3.04715,3.19485,3.37885
2018-10-26,96.359,1233.585,77.73,2.8083,2.90795,3.07645,3.31195
2018-11-02,96.542,1232.89,72.62,2.9095,3.04075,3.21885,3.46165
2018-11-09,96.905,1209.595,69.88,2.92615,3.03965,3.1847,3.38665
2018-11-16,96.465,1221.47,67.1,2.80605,2.88075,3.06375,3.31755
2018-11-23,96.916,1223.19,59.19,2.81355,2.8713,3.04535,3.3052
2018-11-30,97.272,1221.965,58.68,2.7956,2.82175,2.9924,3.2937
2018-12-07,96.514,1248.095,61.4,2.718,2.70005,2.8567,3.147
2018-12-14,97.443,1238.21,60.25,2.73615,2.73315,2.894,3.14885
2018-12-21,96.956,1256.01,53.5,2.6327,2.63605,2.7875,3.02925
2018-12-28,96.402,1280.75,52.23,2.51715,2.55385,2.7155,3.01955
2019-01-04,96.179,1284.92,57.42,2.4958,2.49995,2.6668,2.98065
2019-01-11,95.67,1288.0,60.59,2.54075,2.5254,2.698,3.033
2019-01-18,96.336,1281.495,62.58,2.61385,2.62395,2.7869,3.0997
2019-01-25,95.794,1303.22,61.51,2.6084,2.59665,2.7576,3.06585
2019-02-01,95.579,1318.0,62.9,2.505,2.50245,2.6833,3.02495
2019-02-08,96.637,1314.065,61.97,2.46605,2.44365,2.633,2.9759
2019-02-15,96.904,1321.41,64.88,2.51715,2.49225,2.6635,2.99365
2019-02-22,96.507,1327.795,66.91,2.49635,2.47015,2.65275,3.0163
2019-03-01,96.527,1293.5623,65.0,2.55565,2.5604,2.7576,3.1271
2019-03-08,97.306,1298.395,65.81,2.46505,2.43115,2.6294,3.0123
2019-03-15,96.595,1301.38,67.02,2.44085,2.3959,2.5898,3.0123
2019-03-22,96.651,1313.38,67.08,2.3166,2.23945,2.4364,2.87395
2019-03-29,97.284,1292.15,68.39,2.264,2.2346,2.4059,2.81615
2019-04-05,97.395,1291.7,70.48,2.34235,2.30785,2.498,2.9044
2019-04-12,96.972,1290.4,71.55,2.3924,2.37595,2.5606,2.9741
2019-04-19,97.378,1275.395,72.01,2.37815,2.36835,2.5587,2.9579
2019-04-26,98.006,1286.25,71.57,2.2841,2.28905,2.4991,2.9237
2019-05-03,97.52,1279.1899,70.78,2.33295,2.32595,2.52865,2.9213
2019-05-10,97.33,1286.0,70.86,2.2692,2.26745,2.4716,2.8891
2019-05-17,97.995,1277.55,72.17,2.19915,2.17535,2.3918,2.82415
2019-05-24,97.613,1284.895,69.26,2.16725,2.12135,2.32285,2.75155
2019-05-31,97.75,1305.65,64.47,1.9231,1.9151,2.13235,2.57035
2019-06-07,96.544,1340.7,63.24,1.8504,1.8505,2.08355,2.57455
2019-06-14,97.572,1341.58,62.04,1.8436,1.83505,2.083,2.58745
2019-06-21,96.22,1399.05,65.35,1.76985,1.79635,2.05825,2.58585
